Edition,Sport,NOC,Medal,vitoria por medalha,,
1948,Canoe / Kayak,DEN,Gold,1,,
1948,Canoe / Kayak,DEN,Silver,3,,
1948,Canoe / Kayak,FIN,Bronze,4,,
1948,Canoe / Kayak,FIN,Silver,1,,
1948,Canoe / Kayak,FRA,Bronze,6,,
1948,Canoe / Kayak,NED,Silver,1,,
1948,Canoe / Kayak,NOR,Bronze,1,,
1948,Canoe / Kayak,NOR,Silver,2,,
1948,Canoe / Kayak,SWE,Gold,6,,
1948,Canoe / Kayak,TCH,Gold,4,,
1948,Canoe / Kayak,TCH,Silver,2,,
1948,Canoe / Kayak,USA,Gold,2,,
1948,Canoe / Kayak,USA,Silver,3,,
1948,Cycling,BEL,Bronze,1,,
1948,Cycling,BEL,Gold,3,,
1948,Cycling,BEL,Silver,1,,
1948,Cycling,DEN,Bronze,1,,
1948,Cycling,FRA,Bronze,5,,
1948,Cycling,FRA,Gold,6,,
1948,Cycling,GBR,Bronze,5,,
1948,Cycling,GBR,Silver,6,,
1948,Cycling,ITA,Gold,3,,
1948,Cycling,ITA,Silver,4,,
1948,Cycling,NED,Silver,1,,
1948,Equestrian,ESP,Silver,3,,
1948,Equestrian,FRA,Bronze,1,,
1948,Equestrian,FRA,Gold,4,,
1948,Equestrian,FRA,Silver,1,,
1948,Equestrian,GBR,Bronze,3,,
1948,Equestrian,MEX,Bronze,3,,
1948,Equestrian,MEX,Gold,4,,
1948,Equestrian,MEX,Silver,1,,
1948,Equestrian,POR,Bronze,3,,
1948,Equestrian,SUI,Gold,1,,
1948,Equestrian,SWE,Bronze,2,,
1948,Equestrian,SWE,Silver,3,,
1948,Equestrian,USA,Gold,3,,
1948,Equestrian,USA,Silver,4,,
1948,Fencing,AUT,Bronze,1,,
1948,Fencing,BEL,Bronze,6,,
1948,Fencing,DEN,Silver,1,,
1948,Fencing,FRA,Gold,13,,
1948,Fencing,FRA,Silver,1,,
1948,Fencing,HUN,Bronze,2,,
1948,Fencing,HUN,Gold,8,,
1948,Fencing,ITA,Bronze,1,,
1948,Fencing,ITA,Gold,1,,
1948,Fencing,ITA,Silver,19,,
1948,Fencing,SUI,Silver,1,,
1948,Fencing,SWE,Bronze,6,,
1948,Fencing,USA,Bronze,6,,
1948,Football,DEN,Bronze,14,,
1948,Football,SWE,Gold,12,,
1948,Football,YUG,Silver,15,,
1948,Gymnastics,FIN,Bronze,2,,
1948,Gymnastics,FIN,Gold,13,,
1948,Gymnastics,FIN,Silver,2,,
1948,Gymnastics,HUN,Bronze,10,,
1948,Gymnastics,HUN,Gold,1,,
1948,Gymnastics,HUN,Silver,9,,
1948,Gymnastics,SUI,Bronze,2,,
1948,Gymnastics,SUI,Gold,3,,
1948,Gymnastics,SUI,Silver,11,,
1948,Gymnastics,TCH,Bronze,3,,
1948,Gymnastics,TCH,Gold,8,,
1948,Gymnastics,USA,Bronze,8,,
1948,Hockey,GBR,Silver,12,,
1948,Hockey,IND,Gold,20,,
1948,Hockey,NED,Bronze,12,,
1948,Modern Pentathlon,SWE,Bronze,1,,
1948,Modern Pentathlon,SWE,Gold,1,,
1948,Modern Pentathlon,USA,Silver,1,,
1948,Rowing,AUS,Gold,1,,
1948,Rowing,DEN,Bronze,5,,
1948,Rowing,DEN,Gold,3,,
1948,Rowing,DEN,Silver,6,,
1948,Rowing,GBR,Gold,4,,
1948,Rowing,GBR,Silver,9,,
1948,Rowing,HUN,Bronze,3,,
1948,Rowing,ITA,Bronze,3,,
1948,Rowing,ITA,Gold,4,,
1948,Rowing,ITA,Silver,3,,
1948,Rowing,NOR,Bronze,9,,
1948,Rowing,SUI,Silver,7,,
1948,Rowing,URU,Bronze,2,,
1948,Rowing,URU,Silver,1,,
1948,Rowing,USA,Bronze,4,,
1948,Rowing,USA,Gold,14,,
1948,Sailing,ARG,Silver,6,,
1948,Sailing,CUB,Silver,2,,
1948,Sailing,DEN,Bronze,3,,
1948,Sailing,DEN,Gold,1,,
1948,Sailing,GBR,Gold,2,,
1948,Sailing,NED,Bronze,3,,
1948,Sailing,NOR,Gold,3,,
1948,Sailing,POR,Silver,2,,
1948,Sailing,SWE,Bronze,5,,
1948,Sailing,SWE,Silver,3,,
1948,Sailing,USA,Bronze,2,,
1948,Sailing,USA,Gold,7,,
1948,Sailing,USA,Silver,1,,
1948,Shooting,ARG,Silver,1,,
1948,Shooting,FIN,Silver,1,,
1948,Shooting,HUN,Gold,1,,
1948,Shooting,NOR,Bronze,1,,
1948,Shooting,PER,Gold,1,,
1948,Shooting,SUI,Gold,1,,
1948,Shooting,SUI,Silver,1,,
1948,Shooting,SWE,Bronze,3,,
1948,Shooting,USA,Gold,1,,
1948,Shooting,USA,Silver,1,,
1948,Weightlifting,EGY,Gold,2,,
1948,Weightlifting,EGY,Silver,1,,
1948,Weightlifting,GBR,Bronze,1,,
1948,Weightlifting,GBR,Silver,1,,
1948,Weightlifting,IRI,Bronze,1,,
1948,Weightlifting,KOR,Bronze,1,,
1948,Weightlifting,NED,Bronze,1,,
1948,Weightlifting,SWE,Bronze,1,,
1948,Weightlifting,TRI,Silver,1,,
1948,Weightlifting,USA,Bronze,1,,
1948,Weightlifting,USA,Gold,4,,
1948,Weightlifting,USA,Silver,3,,
1948,Wrestling,AUS,Bronze,1,,
1948,Wrestling,AUS,Silver,1,,
1948,Wrestling,DEN,Bronze,1,,
1948,Wrestling,EGY,Bronze,1,,
1948,Wrestling,EGY,Silver,1,,
1948,Wrestling,FIN,Bronze,1,,
1948,Wrestling,FIN,Gold,1,,
1948,Wrestling,FIN,Silver,1,,
1948,Wrestling,FRA,Bronze,1,,
1948,Wrestling,HUN,Bronze,2,,
1948,Wrestling,HUN,Gold,1,,
1948,Wrestling,HUN,Silver,1,,
1948,Wrestling,ITA,Bronze,2,,
1948,Wrestling,ITA,Gold,1,,
1948,Wrestling,NOR,Silver,1,,
1948,Wrestling,SUI,Bronze,2,,
1948,Wrestling,SUI,Silver,1,,
1948,Wrestling,SWE,Bronze,3,,
1948,Wrestling,SWE,Gold,5,,
1948,Wrestling,SWE,Silver,5,,
1948,Wrestling,TUR,Bronze,1,,
1948,Wrestling,TUR,Gold,6,,
1948,Wrestling,TUR,Silver,4,,
1948,Wrestling,USA,Bronze,1,,
1948,Wrestling,USA,Gold,2,,
1948,Wrestling,USA,Silver,1,,
1952,Aquatics,AUS,Gold,1,,
1952,Aquatics,BRA,Bronze,1,,
1952,Aquatics,FRA,Bronze,4,,
1952,Aquatics,FRA,Gold,1,,
1952,Aquatics,FRA,Silver,2,,
1952,Aquatics,GBR,Bronze,1,,
1952,Aquatics,GER,Bronze,2,,
1952,Aquatics,HUN,Bronze,1,,
1952,Aquatics,HUN,Gold,20,,
1952,Aquatics,HUN,Silver,2,,
1952,Aquatics,ITA,Bronze,11,,
1952,Aquatics,JPN,Silver,6,,
1952,Aquatics,MEX,Silver,1,,
1952,Aquatics,NED,Silver,6,,
1952,Aquatics,NZL,Bronze,1,,
1952,Aquatics,RSA,Gold,1,,
1952,Aquatics,SWE,Bronze,2,,
1952,Aquatics,USA,Bronze,9,,
1952,Aquatics,USA,Gold,11,,
1952,Aquatics,USA,Silver,4,,
1952,Aquatics,YUG,Silver,9,,
1952,Athletics,ARG,Silver,1,,
1952,Athletics,AUS,Bronze,1,,
1952,Athletics,AUS,Gold,3,,
1952,Athletics,BRA,Bronze,1,,
1952,Athletics,BRA,Gold,1,,
1952,Athletics,FIN,Bronze,1,,
1952,Athletics,FRA,Silver,2,,
1952,Athletics,GBR,Bronze,7,,
1952,Athletics,GBR,Silver,1,,
1952,Athletics,GER,Bronze,8,,
1952,Athletics,GER,Silver,6,,
1952,Athletics,HUN,Bronze,7,,
1952,Athletics,HUN,Gold,1,,
1952,Athletics,ITA,Gold,1,,
1952,Athletics,ITA,Silver,1,,
1952,Athletics,JAM,Gold,5,,
1952,Athletics,JAM,Silver,3,,
1952,Athletics,LUX,Gold,1,,
1952,Athletics,NED,Silver,1,,
1952,Athletics,NZL,Bronze,1,,
1952,Athletics,NZL,Gold,1,,
1952,Athletics,RSA,Gold,1,,
1952,Athletics,RSA,Silver,1,,
1952,Athletics,SUI,Silver,1,,
1952,Athletics,SWE,Bronze,2,,
1952,Athletics,SWE,Gold,1,,
1952,Athletics,TCH,Gold,4,,
1952,Athletics,TCH,Silver,1,,
1952,Athletics,URS,Bronze,7,,
1952,Athletics,URS,Gold,2,,
1952,Athletics,URS,Silver,11,,
1952,Athletics,USA,Bronze,6,,
1952,Athletics,USA,Gold,21,,
1952,Athletics,USA,Silver,13,,
1952,Athletics,VEN,Bronze,1,,
1952,Basketball,URS,Silver,14,,
1952,Basketball,URU,Bronze,12,,
1952,Basketball,USA,Gold,14,,
1952,Boxing,ARG,Bronze,1,,
1952,Boxing,ARG,Silver,1,,
1952,Boxing,BUL,Bronze,1,,
1952,Boxing,DEN,Bronze,1,,
1952,Boxing,FIN,Bronze,4,,
1952,Boxing,FIN,Gold,1,,
1952,Boxing,FRA,Bronze,1,,
1952,Boxing,GER,Bronze,1,,
1952,Boxing,GER,Silver,1,,
1952,Boxing,HUN,Gold,1,,
1952,Boxing,IRL,Silver,1,,
1952,Boxing,ITA,Bronze,1,,
1952,Boxing,ITA,Gold,1,,
1952,Boxing,ITA,Silver,1,,
1952,Boxing,KOR,Bronze,1,,
1952,Boxing,POL,Gold,1,,
1952,Boxing,POL,Silver,1,,
1952,Boxing,ROU,Bronze,1,,
1952,Boxing,ROU,Silver,1,,
1952,Boxing,RSA,Bronze,3,,
1952,Boxing,RSA,Silver,1,,
1952,Boxing,SWE,Bronze,1,,
1952,Boxing,SWE,Silver,1,,
1952,Boxing,TCH,Gold,1,,
1952,Boxing,URS,Bronze,4,,
1952,Boxing,URS,Silver,2,,
1952,Boxing,USA,Gold,5,,
1952,Canoe / Kayak,AUT,Bronze,2,,
1952,Canoe / Kayak,AUT,Silver,1,,
1952,Canoe / Kayak,CAN,Silver,2,,
1952,Canoe / Kayak,DEN,Gold,2,,
1952,Canoe / Kayak,FIN,Bronze,1,,
1952,Canoe / Kayak,FIN,Gold,6,,
1952,Canoe / Kayak,FIN,Silver,1,,
1952,Canoe / Kayak,FRA,Bronze,1,,
1952,Canoe / Kayak,FRA,Gold,2,,
1952,Canoe / Kayak,GER,Bronze,5,,
1952,Canoe / Kayak,HUN,Bronze,2,,
1952,Canoe / Kayak,HUN,Silver,2,,
1952,Canoe / Kayak,SWE,Gold,1,,
1952,Canoe / Kayak,SWE,Silver,5,,
1952,Canoe / Kayak,TCH,Bronze,1,,
1952,Canoe / Kayak,TCH,Gold,1,,
1952,Canoe / Kayak,TCH,Silver,2,,
1952,Canoe / Kayak,URS,Bronze,1,,
1952,Canoe / Kayak,USA,Gold,1,,
1952,Cycling,AUS,Gold,3,,
1952,Cycling,AUS,Silver,1,,
1952,Cycling,BEL,Gold,4,,
1952,Cycling,BEL,Silver,1,,
1952,Cycling,FRA,Bronze,3,,
1952,Cycling,GBR,Bronze,4,,
1952,Cycling,GER,Bronze,2,,
1952,Cycling,ITA,Bronze,2,,
1952,Cycling,ITA,Gold,5,,
1952,Cycling,ITA,Silver,4,,
1952,Cycling,RSA,Bronze,1,,
1952,Cycling,RSA,Silver,6,,
1952,Equestrian,CHI,Silver,4,,
1952,Equestrian,DEN,Silver,1,,
1952,Equestrian,FRA,Bronze,1,,
1952,Equestrian,FRA,Gold,1,,
1952,Equestrian,FRA,Silver,1,,
1952,Equestrian,GBR,Gold,3,,
1952,Equestrian,GER,Bronze,5,,
1952,Equestrian,GER,Silver,3,,
1952,Equestrian,SUI,Silver,3,,
1952,Equestrian,SWE,Gold,8,,
1952,Equestrian,USA,Bronze,6,,
1952,Fencing,DEN,Bronze,1,,
1952,Fencing,FRA,Bronze,6,,
1952,Fencing,FRA,Gold,7,,
1952,Fencing,HUN,Bronze,7,,
1952,Fencing,HUN,Gold,7,,
1952,Fencing,HUN,Silver,2,,
1952,Fencing,ITA,Bronze,1,,
1952,Fencing,ITA,Gold,8,,
1952,Fencing,ITA,Silver,14,,
1952,Fencing,SUI,Bronze,7,,
1952,Fencing,SWE,Silver,6,,
1952,Football,HUN,Gold,15,,
1952,Football,SWE,Bronze,12,,
1952,Football,YUG,Silver,11,,
1952,Gymnastics,FIN,Bronze,8,,
1952,Gymnastics,GER,Silver,1,,
1952,Gymnastics,HUN,Bronze,12,,
1952,Gymnastics,HUN,Gold,2,,
1952,Gymnastics,HUN,Silver,8,,
1952,Gymnastics,JPN,Bronze,2,,
1952,Gymnastics,JPN,Silver,2,,
1952,Gymnastics,POL,Silver,1,,
1952,Gymnastics,SUI,Bronze,3,,
1952,Gymnastics,SUI,Gold,2,,
1952,Gymnastics,SUI,Silver,9,,
1952,Gymnastics,SWE,Gold,9,,
1952,Gymnastics,TCH,Bronze,8,,
1952,Gymnastics,URS,Bronze,2,,
1952,Gymnastics,URS,Gold,23,,
1952,Gymnastics,URS,Silver,18,,
1952,Hockey,GBR,Bronze,13,,
1952,Hockey,IND,Gold,14,,
1952,Hockey,NED,Silver,11,,
1952,Modern Pentathlon,FIN,Bronze,3,,
1952,Modern Pentathlon,HUN,Bronze,1,,
1952,Modern Pentathlon,HUN,Gold,3,,
1952,Modern Pentathlon,HUN,Silver,1,,
1952,Modern Pentathlon,SWE,Gold,1,,
1952,Modern Pentathlon,SWE,Silver,3,,
1952,Rowing,ARG,Gold,2,,
1952,Rowing,AUS,Bronze,9,,
1952,Rowing,AUS,Silver,1,,
1952,Rowing,BEL,Silver,2,,
1952,Rowing,DEN,Bronze,3,,
1952,Rowing,FIN,Bronze,4,,
1952,Rowing,FRA,Gold,3,,
1952,Rowing,FRA,Silver,4,,
1952,Rowing,GER,Silver,3,,
1952,Rowing,POL,Bronze,1,,
1952,Rowing,SUI,Bronze,2,,
1952,Rowing,SUI,Silver,5,,
1952,Rowing,TCH,Gold,5,,
1952,Rowing,URS,Gold,1,,
1952,Rowing,URS,Silver,11,,
1952,Rowing,URU,Bronze,2,,
1952,Rowing,USA,Bronze,5,,
1952,Rowing,USA,Gold,11,,
1952,Rowing,YUG,Gold,4,,
1952,Sailing,DEN,Gold,1,,
1952,Sailing,FIN,Bronze,5,,
1952,Sailing,GBR,Silver,1,,
1952,Sailing,GER,Bronze,3,,
1952,Sailing,ITA,Gold,2,,
1952,Sailing,NOR,Gold,3,,
1952,Sailing,NOR,Silver,8,,
1952,Sailing,POR,Bronze,2,,
1952,Sailing,SWE,Bronze,4,,
1952,Sailing,SWE,Silver,3,,
1952,Sailing,USA,Gold,10,,
1952,Sailing,USA,Silver,2,,
1952,Shooting,CAN,Gold,1,,
1952,Shooting,ESP,Silver,1,,
1952,Shooting,FIN,Bronze,1,,
1952,Shooting,FIN,Silver,1,,
1952,Shooting,HUN,Bronze,1,,
1952,Shooting,HUN,Gold,1,,
1952,Shooting,HUN,Silver,1,,
1952,Shooting,NOR,Gold,2,,
1952,Shooting,ROU,Bronze,1,,
1952,Shooting,ROU,Gold,1,,
1952,Shooting,SUI,Silver,1,,
1952,Shooting,SWE,Bronze,1,,
1952,Shooting,SWE,Silver,2,,
1952,Shooting,URS,Bronze,2,,
1952,Shooting,URS,Gold,1,,
1952,Shooting,URS,Silver,1,,
1952,Shooting,USA,Bronze,1,,
1952,Shooting,USA,Gold,1,,
1952,Weightlifting,ARG,Bronze,1,,
1952,Weightlifting,AUS,Bronze,1,,
1952,Weightlifting,CAN,Silver,1,,
1952,Weightlifting,IRI,Bronze,1,,
1952,Weightlifting,IRI,Silver,1,,
1952,Weightlifting,KOR,Bronze,1,,
1952,Weightlifting,TRI,Bronze,2,,
1952,Weightlifting,URS,Bronze,1,,
1952,Weightlifting,URS,Gold,3,,
1952,Weightlifting,URS,Silver,3,,
1952,Weightlifting,USA,Gold,4,,
1952,Weightlifting,USA,Silver,2,,
1952,Wrestling,EGY,Bronze,1,,
1952,Wrestling,FIN,Bronze,2,,
1952,Wrestling,FIN,Gold,1,,
1952,Wrestling,FIN,Silver,1,,
1952,Wrestling,GBR,Bronze,1,,
1952,Wrestling,HUN,Bronze,1,,
1952,Wrestling,HUN,Gold,2,,
1952,Wrestling,HUN,Silver,1,,
1952,Wrestling,IND,Bronze,1,,
1952,Wrestling,IRI,Bronze,3,,
1952,Wrestling,IRI,Silver,2,,
1952,Wrestling,ITA,Silver,1,,
1952,Wrestling,JPN,Gold,1,,
1952,Wrestling,JPN,Silver,1,,
1952,Wrestling,LIB,Bronze,1,,
1952,Wrestling,LIB,Silver,1,,
1952,Wrestling,SWE,Bronze,1,,
1952,Wrestling,SWE,Gold,3,,
1952,Wrestling,SWE,Silver,4,,
1952,Wrestling,TCH,Bronze,1,,
1952,Wrestling,TCH,Silver,1,,
1952,Wrestling,TUR,Bronze,1,,
1952,Wrestling,TUR,Gold,2,,
1952,Wrestling,URS,Bronze,2,,
1952,Wrestling,URS,Gold,6,,
1952,Wrestling,URS,Silver,2,,
1952,Wrestling,USA,Bronze,1,,
1952,Wrestling,USA,Gold,1,,
1952,Wrestling,USA,Silver,2,,
1956,Aquatics,AUS,Bronze,2,,
1956,Aquatics,AUS,Gold,14,,
1956,Aquatics,AUS,Silver,4,,
1956,Aquatics,CAN,Bronze,1,,
1956,Aquatics,EUA,Bronze,1,,
1956,Aquatics,EUA,Gold,1,,
1956,Aquatics,GBR,Bronze,1,,
1956,Aquatics,GBR,Gold,1,,
1956,Aquatics,HUN,Bronze,1,,
1956,Aquatics,HUN,Gold,11,,
1956,Aquatics,HUN,Silver,1,,
1956,Aquatics,JPN,Gold,1,,
1956,Aquatics,JPN,Silver,4,,
1956,Aquatics,MEX,Bronze,1,,
1956,Aquatics,MEX,Gold,1,,
1956,Aquatics,RSA,Bronze,4,,
1956,Aquatics,URS,Bronze,15,,
1956,Aquatics,USA,Bronze,7,,
1956,Aquatics,USA,Gold,5,,
1956,Aquatics,USA,Silver,14,,
1956,Aquatics,YUG,Silver,8,,
1956,Athletics,AUS,Bronze,6,,
1956,Athletics,AUS,Gold,7,,
1956,Athletics,AUS,Silver,5,,
1956,Athletics,BRA,Gold,1,,
1956,Athletics,CHI,Silver,1,,
1956,Athletics,EUA,Bronze,5,,
1956,Athletics,EUA,Silver,5,,
1956,Athletics,FIN,Bronze,3,,
1956,Athletics,FRA,Gold,1,,
1956,Athletics,GBR,Bronze,5,,
1956,Athletics,GBR,Gold,1,,
1956,Athletics,GBR,Silver,7,,
1956,Athletics,GRE,Bronze,1,,
1956,Athletics,HUN,Silver,2,,
1956,Athletics,IRL,Gold,1,,
1956,Athletics,ISL,Silver,1,,
1956,Athletics,NOR,Bronze,2,,
1956,Athletics,NOR,Gold,1,,
1956,Athletics,NZL,Gold,1,,
1956,Athletics,POL,Gold,1,,
1956,Athletics,POL,Silver,1,,
1956,Athletics,SWE,Bronze,1,,
1956,Athletics,TCH,Bronze,1,,
1956,Athletics,TCH,Gold,1,,
1956,Athletics,URS,Bronze,10,,
1956,Athletics,URS,Gold,5,,
1956,Athletics,URS,Silver,10,,
1956,Athletics,USA,Bronze,8,,
1956,Athletics,USA,Gold,22,,
1956,Athletics,USA,Silver,10,,
1956,Athletics,YUG,Silver,1,,
1956,Basketball,URS,Silver,12,,
1956,Basketball,URU,Bronze,12,,
1956,Basketball,USA,Gold,12,,
1956,Boxing,ARG,Bronze,1,,
1956,Boxing,AUS,Bronze,1,,
1956,Boxing,CHI,Bronze,2,,
1956,Boxing,CHI,Silver,1,,
1956,Boxing,EUA,Gold,1,,
1956,Boxing,EUA,Silver,1,,
1956,Boxing,FIN,Bronze,1,,
1956,Boxing,FRA,Bronze,2,,
1956,Boxing,GBR,Bronze,2,,
1956,Boxing,GBR,Gold,2,,
1956,Boxing,GBR,Silver,1,,
1956,Boxing,HUN,Gold,1,,
1956,Boxing,IRL,Bronze,3,,
1956,Boxing,IRL,Silver,1,,
1956,Boxing,ITA,Bronze,1,,
1956,Boxing,ITA,Silver,1,,
1956,Boxing,KOR,Silver,1,,
1956,Boxing,POL,Bronze,2,,
1956,Boxing,ROU,Bronze,1,,
1956,Boxing,ROU,Gold,1,,
1956,Boxing,ROU,Silver,2,,
1956,Boxing,RSA,Bronze,2,,
1956,Boxing,URS,Bronze,2,,
1956,Boxing,URS,Gold,3,,
1956,Boxing,URS,Silver,1,,
1956,Boxing,USA,Gold,2,,
1956,Boxing,USA,Silver,1,,
1956,Canoe / Kayak,AUS,Bronze,2,,
1956,Canoe / Kayak,AUT,Bronze,2,,
1956,Canoe / Kayak,DEN,Bronze,1,,
1956,Canoe / Kayak,EUA,Bronze,1,,
1956,Canoe / Kayak,EUA,Gold,2,,
1956,Canoe / Kayak,EUA,Silver,3,,
1956,Canoe / Kayak,FRA,Silver,2,,
1956,Canoe / Kayak,HUN,Bronze,5,,
1956,Canoe / Kayak,HUN,Gold,2,,
1956,Canoe / Kayak,HUN,Silver,3,,
1956,Canoe / Kayak,ROU,Gold,4,,
1956,Canoe / Kayak,SWE,Gold,2,,
1956,Canoe / Kayak,URS,Bronze,2,,
1956,Canoe / Kayak,URS,Gold,3,,
1956,Canoe / Kayak,URS,Silver,5,,
1956,Cycling,AUS,Bronze,1,,
1956,Cycling,AUS,Gold,2,,
1956,Cycling,EUA,Bronze,3,,
1956,Cycling,FRA,Gold,4,,
1956,Cycling,FRA,Silver,5,,
1956,Cycling,GBR,Bronze,5,,
1956,Cycling,GBR,Silver,3,,
1956,Cycling,ITA,Bronze,2,,
1956,Cycling,ITA,Gold,6,,
1956,Cycling,ITA,Silver,1,,
1956,Cycling,RSA,Bronze,1,,
1956,Cycling,TCH,Silver,3,,
1956,Equestrian,CAN,Bronze,3,,
1956,Equestrian,DEN,Silver,2,,
1956,Equestrian,EUA,Bronze,1,,
1956,Equestrian,EUA,Gold,7,,
1956,Equestrian,EUA,Silver,10,,
1956,Equestrian,GBR,Bronze,4,,
1956,Equestrian,GBR,Gold,3,,
1956,Equestrian,ITA,Bronze,1,,
1956,Equestrian,ITA,Silver,4,,
1956,Equestrian,SUI,Bronze,3,,
1956,Equestrian,SWE,Gold,5,,
1956,Fencing,FRA,Bronze,6,,
1956,Fencing,FRA,Gold,1,,
1956,Fencing,FRA,Silver,6,,
1956,Fencing,GBR,Gold,1,,
1956,Fencing,HUN,Bronze,6,,
1956,Fencing,HUN,Gold,7,,
1956,Fencing,HUN,Silver,6,,
1956,Fencing,ITA,Bronze,2,,
1956,Fencing,ITA,Gold,13,,
1956,Fencing,ITA,Silver,2,,
1956,Fencing,POL,Silver,7,,
1956,Fencing,ROU,Silver,1,,
1956,Fencing,URS,Bronze,6,,
1956,Football,BUL,Bronze,14,,
1956,Football,URS,Gold,18,,
1956,Football,YUG,Silver,14,,
1956,Gymnastics,EUA,Gold,1,,
1956,Gymnastics,FIN,Bronze,6,,
1956,Gymnastics,HUN,Bronze,1,,
1956,Gymnastics,HUN,Gold,9,,
1956,Gymnastics,HUN,Silver,7,,
1956,Gymnastics,JPN,Bronze,5,,
1956,Gymnastics,JPN,Gold,1,,
1956,Gymnastics,JPN,Silver,10,,
1956,Gymnastics,POL,Bronze,6,,
1956,Gymnastics,ROU,Bronze,7,,
1956,Gymnastics,SWE,Bronze,1,,
1956,Gymnastics,SWE,Silver,7,,
1956,Gymnastics,TCH,Silver,1,,
1956,Gymnastics,URS,Bronze,11,,
1956,Gymnastics,URS,Gold,21,,
1956,Gymnastics,URS,Silver,6,,
1956,Hockey,EUA,Bronze,11,,
1956,Hockey,IND,Gold,17,,
1956,Hockey,PAK,Silver,14,,
1956,Modern Pentathlon,FIN,Bronze,4,,
1956,Modern Pentathlon,FIN,Silver,1,,
1956,Modern Pentathlon,SWE,Gold,1,,
1956,Modern Pentathlon,URS,Gold,3,,
1956,Modern Pentathlon,USA,Silver,3,,
1956,Rowing,AUS,Bronze,11,,
1956,Rowing,AUS,Silver,1,,
1956,Rowing,AUT,Bronze,2,,
1956,Rowing,CAN,Gold,4,,
1956,Rowing,CAN,Silver,9,,
1956,Rowing,EUA,Silver,3,,
1956,Rowing,FIN,Bronze,5,,
1956,Rowing,FRA,Bronze,4,,
1956,Rowing,ITA,Gold,5,,
1956,Rowing,SWE,Silver,5,,
1956,Rowing,URS,Bronze,3,,
1956,Rowing,URS,Gold,3,,
1956,Rowing,URS,Silver,2,,
1956,Rowing,USA,Bronze,1,,
1956,Rowing,USA,Gold,14,,
1956,Rowing,USA,Silver,6,,
1956,Sailing,AUS,Bronze,3,,
1956,Sailing,AUS,Silver,2,,
1956,Sailing,BAH,Bronze,2,,
1956,Sailing,BEL,Silver,1,,
1956,Sailing,DEN,Gold,1,,
1956,Sailing,DEN,Silver,3,,
1956,Sailing,GBR,Bronze,5,,
1956,Sailing,GBR,Silver,4,,
1956,Sailing,ITA,Silver,2,,
1956,Sailing,NZL,Gold,2,,
1956,Sailing,SWE,Gold,6,,
1956,Sailing,USA,Bronze,1,,
1956,Sailing,USA,Gold,2,,
1956,Shooting,CAN,Bronze,1,,
1956,Shooting,CAN,Gold,1,,
1956,Shooting,FIN,Bronze,1,,
1956,Shooting,FIN,Gold,1,,
1956,Shooting,ITA,Bronze,1,,
1956,Shooting,ITA,Gold,1,,
1956,Shooting,POL,Silver,1,,
1956,Shooting,ROU,Bronze,1,,
1956,Shooting,ROU,Gold,1,,
1956,Shooting,SWE,Bronze,1,,
1956,Shooting,SWE,Silver,1,,
1956,Shooting,TCH,Silver,1,,
1956,Shooting,URS,Bronze,1,,
1956,Shooting,URS,Gold,3,,
1956,Shooting,URS,Silver,4,,
1956,Shooting,USA,Bronze,1,,
1956,Weightlifting,ARG,Silver,1,,
1956,Weightlifting,FRA,Bronze,1,,
1956,Weightlifting,IRI,Bronze,1,,
1956,Weightlifting,ITA,Bronze,2,,
1956,Weightlifting,KOR,Bronze,1,,
1956,Weightlifting,POL,Bronze,1,,
1956,Weightlifting,URS,Gold,3,,
1956,Weightlifting,URS,Silver,4,,
1956,Weightlifting,USA,Bronze,1,,
1956,Weightlifting,USA,Gold,4,,
1956,Weightlifting,USA,Silver,2,,
1956,Wrestling,BEL,Silver,1,,
1956,Wrestling,BUL,Gold,1,,
1956,Wrestling,BUL,Silver,3,,
1956,Wrestling,EUA,Silver,1,,
1956,Wrestling,FIN,Bronze,2,,
1956,Wrestling,FIN,Gold,2,,
1956,Wrestling,HUN,Bronze,1,,
1956,Wrestling,HUN,Silver,1,,
1956,Wrestling,IRI,Gold,2,,
1956,Wrestling,IRI,Silver,2,,
1956,Wrestling,ITA,Bronze,1,,
1956,Wrestling,ITA,Silver,1,,
1956,Wrestling,JPN,Gold,2,,
1956,Wrestling,JPN,Silver,1,,
1956,Wrestling,ROU,Bronze,1,,
1956,Wrestling,SWE,Bronze,3,,
1956,Wrestling,SWE,Silver,1,,
1956,Wrestling,TUR,Bronze,2,,
1956,Wrestling,TUR,Gold,3,,
1956,Wrestling,TUR,Silver,2,,
1956,Wrestling,URS,Bronze,5,,
1956,Wrestling,URS,Gold,6,,
1956,Wrestling,URS,Silver,2,,
1956,Wrestling,USA,Bronze,1,,
1956,Wrestling,USA,Silver,1,,
1960,Aquatics,AUS,Bronze,6,,
1960,Aquatics,AUS,Gold,5,,
1960,Aquatics,AUS,Silver,14,,
1960,Aquatics,BRA,Bronze,1,,
1960,Aquatics,EUA,Bronze,9,,
1960,Aquatics,EUA,Gold,2,,
1960,Aquatics,EUA,Silver,1,,
1960,Aquatics,GBR,Bronze,3,,
1960,Aquatics,GBR,Gold,1,,
1960,Aquatics,GBR,Silver,1,,
1960,Aquatics,HUN,Bronze,12,,
1960,Aquatics,ITA,Gold,12,,
1960,Aquatics,JPN,Bronze,5,,
1960,Aquatics,JPN,Silver,6,,
1960,Aquatics,MEX,Bronze,1,,
