Edition,Sport,NOC,Medal,vitoria por medalha,,
2000,Athletics,BUL,Gold,1,,
2000,Athletics,CHN,Gold,1,,
2000,Athletics,CUB,Bronze,5,,
2000,Athletics,CUB,Gold,2,,
2000,Athletics,CUB,Silver,2,,
2000,Athletics,CZE,Gold,1,,
2000,Athletics,CZE,Silver,1,,
2000,Athletics,DEN,Silver,1,,
2000,Athletics,ESP,Bronze,1,,
2000,Athletics,EST,Gold,1,,
2000,Athletics,ETH,Bronze,3,,
2000,Athletics,ETH,Gold,4,,
2000,Athletics,ETH,Silver,1,,
2000,Athletics,FIN,Gold,1,,
2000,Athletics,GBR,Bronze,2,,
2000,Athletics,GBR,Gold,2,,
2000,Athletics,GBR,Silver,2,,
2000,Athletics,GER,Bronze,2,,
2000,Athletics,GER,Gold,2,,
2000,Athletics,GER,Silver,1,,
2000,Athletics,GRE,Gold,1,,
2000,Athletics,GRE,Silver,3,,
2000,Athletics,IRL,Silver,1,,
2000,Athletics,ISL,Bronze,1,,
2000,Athletics,ITA,Silver,2,,
2000,Athletics,JAM,Bronze,9,,
2000,Athletics,JAM,Silver,14,,
2000,Athletics,JPN,Gold,1,,
2000,Athletics,KAZ,Gold,1,,
2000,Athletics,KEN,Bronze,2,,
2000,Athletics,KEN,Gold,2,,
2000,Athletics,KEN,Silver,3,,
2000,Athletics,KSA,Silver,1,,
2000,Athletics,LAT,Silver,1,,
2000,Athletics,LTU,Gold,1,,
2000,Athletics,MAR,Bronze,3,,
2000,Athletics,MAR,Silver,1,,
2000,Athletics,MEX,Bronze,1,,
2000,Athletics,MEX,Silver,1,,
2000,Athletics,MOZ,Gold,1,,
2000,Athletics,NGR,Silver,7,,
2000,Athletics,NOR,Gold,1,,
2000,Athletics,NOR,Silver,1,,
2000,Athletics,POL,Gold,4,,
2000,Athletics,POR,Bronze,1,,
2000,Athletics,ROU,Bronze,2,,
2000,Athletics,ROU,Gold,1,,
2000,Athletics,ROU,Silver,2,,
2000,Athletics,RSA,Bronze,2,,
2000,Athletics,RSA,Silver,1,,
2000,Athletics,RUS,Bronze,11,,
2000,Athletics,RUS,Gold,3,,
2000,Athletics,RUS,Silver,4,,
2000,Athletics,SRI,Silver,1,,
2000,Athletics,SWE,Bronze,1,,
2000,Athletics,TRI,Bronze,1,,
2000,Athletics,TRI,Silver,1,,
2000,Athletics,UKR,Bronze,2,,
2000,Athletics,USA,Bronze,8,,
2000,Athletics,USA,Gold,15,,
2000,Athletics,USA,Silver,4,,
2000,Badminton,CHN,Bronze,4,,
2000,Badminton,CHN,Gold,6,,
2000,Badminton,CHN,Silver,2,,
2000,Badminton,DEN,Silver,1,,
2000,Badminton,GBR,Bronze,2,,
2000,Badminton,INA,Gold,2,,
2000,Badminton,INA,Silver,3,,
2000,Badminton,KOR,Bronze,2,,
2000,Badminton,KOR,Silver,2,,
2000,Baseball,CUB,Silver,24,,
2000,Baseball,KOR,Bronze,24,,
2000,Baseball,USA,Gold,24,,
2000,Basketball,AUS,Silver,12,,
2000,Basketball,BRA,Bronze,12,,
2000,Basketball,FRA,Silver,12,,
2000,Basketball,LTU,Bronze,12,,
2000,Basketball,USA,Gold,24,,
2000,Boxing,ALG,Bronze,1,,
2000,Boxing,AZE,Bronze,1,,
2000,Boxing,CUB,Bronze,2,,
2000,Boxing,CUB,Gold,4,,
2000,Boxing,CZE,Silver,1,,
2000,Boxing,ESP,Silver,1,,
2000,Boxing,FRA,Bronze,1,,
2000,Boxing,FRA,Gold,1,,
2000,Boxing,GBR,Gold,1,,
2000,Boxing,GEO,Bronze,1,,
2000,Boxing,GER,Bronze,1,,
2000,Boxing,HUN,Bronze,1,,
2000,Boxing,ITA,Bronze,1,,
2000,Boxing,KAZ,Gold,2,,
2000,Boxing,KAZ,Silver,2,,
2000,Boxing,MAR,Bronze,1,,
2000,Boxing,MDA,Bronze,1,,
2000,Boxing,MEX,Bronze,1,,
2000,Boxing,PRK,Bronze,1,,
2000,Boxing,ROU,Bronze,1,,
2000,Boxing,ROU,Silver,1,,
2000,Boxing,RUS,Bronze,2,,
2000,Boxing,RUS,Gold,2,,
2000,Boxing,RUS,Silver,3,,
2000,Boxing,THA,Bronze,1,,
2000,Boxing,THA,Gold,1,,
2000,Boxing,UKR,Bronze,3,,
2000,Boxing,UKR,Silver,2,,
2000,Boxing,USA,Bronze,2,,
2000,Boxing,USA,Silver,2,,
2000,Boxing,UZB,Bronze,2,,
2000,Boxing,UZB,Gold,1,,
2000,Canoe / Kayak,AUS,Bronze,1,,
2000,Canoe / Kayak,AUS,Silver,2,,
2000,Canoe / Kayak,BUL,Silver,2,,
2000,Canoe / Kayak,CAN,Bronze,1,,
2000,Canoe / Kayak,CAN,Silver,1,,
2000,Canoe / Kayak,CUB,Silver,3,,
2000,Canoe / Kayak,CZE,Bronze,2,,
2000,Canoe / Kayak,CZE,Gold,1,,
2000,Canoe / Kayak,FRA,Bronze,1,,
2000,Canoe / Kayak,FRA,Gold,1,,
2000,Canoe / Kayak,FRA,Silver,1,,
2000,Canoe / Kayak,GBR,Bronze,1,,
2000,Canoe / Kayak,GBR,Silver,1,,
2000,Canoe / Kayak,GER,Bronze,5,,
2000,Canoe / Kayak,GER,Gold,8,,
2000,Canoe / Kayak,GER,Silver,4,,
2000,Canoe / Kayak,HUN,Bronze,2,,
2000,Canoe / Kayak,HUN,Gold,9,,
2000,Canoe / Kayak,HUN,Silver,6,,
2000,Canoe / Kayak,ISR,Bronze,1,,
2000,Canoe / Kayak,ITA,Bronze,1,,
2000,Canoe / Kayak,ITA,Gold,3,,
2000,Canoe / Kayak,NOR,Gold,2,,
2000,Canoe / Kayak,POL,Bronze,6,,
2000,Canoe / Kayak,POL,Silver,4,,
2000,Canoe / Kayak,ROU,Bronze,6,,
2000,Canoe / Kayak,ROU,Gold,2,,
2000,Canoe / Kayak,RUS,Silver,1,,
2000,Canoe / Kayak,SVK,Bronze,1,,
2000,Canoe / Kayak,SVK,Gold,2,,
2000,Canoe / Kayak,SVK,Silver,1,,
2000,Canoe / Kayak,SWE,Silver,2,,
2000,Cycling,AUS,Bronze,5,,
2000,Cycling,AUS,Gold,2,,
2000,Cycling,AUS,Silver,2,,
2000,Cycling,BEL,Silver,3,,
2000,Cycling,CHN,Bronze,1,,
2000,Cycling,ESP,Bronze,1,,
2000,Cycling,ESP,Gold,1,,
2000,Cycling,FRA,Bronze,1,,
2000,Cycling,FRA,Gold,7,,
2000,Cycling,FRA,Silver,2,,
2000,Cycling,GBR,Bronze,7,,
2000,Cycling,GBR,Gold,1,,
2000,Cycling,GBR,Silver,3,,
2000,Cycling,GER,Bronze,3,,
2000,Cycling,GER,Gold,7,,
2000,Cycling,GER,Silver,4,,
2000,Cycling,ITA,Bronze,2,,
2000,Cycling,ITA,Gold,2,,
2000,Cycling,KAZ,Silver,1,,
2000,Cycling,LTU,Bronze,1,,
2000,Cycling,NED,Gold,3,,
2000,Cycling,NED,Silver,1,,
2000,Cycling,RUS,Bronze,2,,
2000,Cycling,RUS,Gold,1,,
2000,Cycling,RUS,Silver,1,,
2000,Cycling,SUI,Bronze,1,,
2000,Cycling,SUI,Silver,1,,
2000,Cycling,UKR,Bronze,1,,
2000,Cycling,UKR,Silver,4,,
2000,Cycling,URU,Silver,1,,
2000,Cycling,USA,Bronze,1,,
2000,Cycling,USA,Gold,1,,
2000,Cycling,USA,Silver,1,,
2000,Equestrian,AUS,Gold,4,,
2000,Equestrian,AUS,Silver,1,,
2000,Equestrian,BRA,Bronze,4,,
2000,Equestrian,GBR,Silver,4,,
2000,Equestrian,GER,Bronze,1,,
2000,Equestrian,GER,Gold,8,,
2000,Equestrian,GER,Silver,1,,
2000,Equestrian,KSA,Bronze,1,,
2000,Equestrian,NED,Gold,2,,
2000,Equestrian,NED,Silver,5,,
2000,Equestrian,NZL,Bronze,1,,
2000,Equestrian,SUI,Silver,4,,
2000,Equestrian,USA,Bronze,8,,
2000,Equestrian,USA,Gold,1,,
2000,Fencing,CHN,Bronze,3,,
2000,Fencing,CHN,Silver,3,,
2000,Fencing,CUB,Bronze,3,,
2000,Fencing,FRA,Bronze,1,,
2000,Fencing,FRA,Gold,4,,
2000,Fencing,FRA,Silver,9,,
2000,Fencing,GER,Bronze,7,,
2000,Fencing,GER,Silver,2,,
2000,Fencing,HUN,Gold,1,,
2000,Fencing,ITA,Bronze,5,,
2000,Fencing,ITA,Gold,8,,
2000,Fencing,KOR,Bronze,1,,
2000,Fencing,KOR,Gold,1,,
2000,Fencing,POL,Silver,4,,
2000,Fencing,ROU,Gold,1,,
2000,Fencing,RUS,Bronze,1,,
2000,Fencing,RUS,Gold,8,,
2000,Fencing,SUI,Silver,4,,
2000,Football,CHI,Bronze,18,,
2000,Football,CMR,Gold,18,,
2000,Football,ESP,Silver,18,,
2000,Football,GER,Bronze,18,,
2000,Football,NOR,Gold,18,,
2000,Football,USA,Silver,18,,
2000,Gymnastics,AUS,Silver,1,,
2000,Gymnastics,BLR,Silver,7,,
2000,Gymnastics,BUL,Bronze,2,,
2000,Gymnastics,CAN,Bronze,2,,
2000,Gymnastics,CHN,Bronze,2,,
2000,Gymnastics,CHN,Gold,8,,
2000,Gymnastics,CHN,Silver,2,,
2000,Gymnastics,ESP,Gold,1,,
2000,Gymnastics,FRA,Silver,2,,
2000,Gymnastics,GRE,Bronze,6,,
2000,Gymnastics,GRE,Silver,1,,
2000,Gymnastics,HUN,Gold,1,,
2000,Gymnastics,KOR,Bronze,1,,
2000,Gymnastics,KOR,Silver,1,,
2000,Gymnastics,LAT,Gold,1,,
2000,Gymnastics,POL,Bronze,1,,
2000,Gymnastics,ROU,Bronze,1,,
2000,Gymnastics,ROU,Gold,8,,
2000,Gymnastics,ROU,Silver,2,,
2000,Gymnastics,RUS,Bronze,11,,
2000,Gymnastics,RUS,Gold,14,,
2000,Gymnastics,RUS,Silver,10,,
2000,Gymnastics,UKR,Bronze,1,,
2000,Gymnastics,UKR,Silver,7,,
2000,Gymnastics,USA,Bronze,6,,
2000,Handball,DEN,Gold,15,,
2000,Handball,ESP,Bronze,15,,
2000,Handball,HUN,Silver,15,,
2000,Handball,NOR,Bronze,15,,
2000,Handball,RUS,Gold,15,,
2000,Handball,SWE,Silver,15,,
2000,Hockey,ARG,Silver,16,,
2000,Hockey,AUS,Bronze,16,,
2000,Hockey,AUS,Gold,16,,
2000,Hockey,KOR,Silver,16,,
2000,Hockey,NED,Bronze,16,,
2000,Hockey,NED,Gold,16,,
2000,Judo,AUS,Bronze,1,,
2000,Judo,BEL,Bronze,2,,
2000,Judo,BLR,Bronze,1,,
2000,Judo,BRA,Silver,2,,
2000,Judo,CAN,Silver,1,,
2000,Judo,CHN,Bronze,1,,
2000,Judo,CHN,Gold,2,,
2000,Judo,CHN,Silver,1,,
2000,Judo,CUB,Bronze,1,,
2000,Judo,CUB,Gold,2,,
2000,Judo,CUB,Silver,2,,
2000,Judo,ESP,Gold,1,,
2000,Judo,EST,Bronze,2,,
2000,Judo,FRA,Bronze,2,,
2000,Judo,FRA,Gold,2,,
2000,Judo,FRA,Silver,2,,
2000,Judo,GBR,Silver,1,,
2000,Judo,GEO,Bronze,1,,
2000,Judo,GER,Bronze,1,,
2000,Judo,ITA,Bronze,3,,
2000,Judo,ITA,Gold,1,,
2000,Judo,JPN,Bronze,2,,
2000,Judo,JPN,Gold,4,,
2000,Judo,JPN,Silver,2,,
2000,Judo,KGZ,Bronze,1,,
2000,Judo,KOR,Bronze,3,,
2000,Judo,KOR,Silver,2,,
2000,Judo,LAT,Bronze,1,,
2000,Judo,NED,Gold,1,,
2000,Judo,POR,Bronze,1,,
2000,Judo,PRK,Bronze,1,,
2000,Judo,ROU,Bronze,1,,
2000,Judo,RUS,Bronze,2,,
2000,Judo,RUS,Silver,1,,
2000,Judo,TUR,Gold,1,,
2000,Judo,UKR,Bronze,1,,
2000,Modern Pentathlon,BLR,Bronze,1,,
2000,Modern Pentathlon,GBR,Bronze,1,,
2000,Modern Pentathlon,GBR,Gold,1,,
2000,Modern Pentathlon,HUN,Silver,1,,
2000,Modern Pentathlon,RUS,Gold,1,,
2000,Modern Pentathlon,USA,Silver,1,,
2000,Rowing,AUS,Bronze,6,,
2000,Rowing,AUS,Silver,15,,
2000,Rowing,BLR,Gold,1,,
2000,Rowing,BUL,Silver,1,,
2000,Rowing,CAN,Bronze,9,,
2000,Rowing,CRO,Bronze,9,,
2000,Rowing,DEN,Bronze,4,,
2000,Rowing,FRA,Bronze,2,,
2000,Rowing,FRA,Gold,6,,
2000,Rowing,GBR,Gold,13,,
2000,Rowing,GBR,Silver,4,,
2000,Rowing,GER,Bronze,6,,
2000,Rowing,GER,Gold,6,,
2000,Rowing,GER,Silver,2,,
2000,Rowing,ITA,Bronze,2,,
2000,Rowing,ITA,Gold,4,,
2000,Rowing,ITA,Silver,6,,
2000,Rowing,LTU,Bronze,2,,
2000,Rowing,NED,Silver,15,,
2000,Rowing,NOR,Silver,2,,
2000,Rowing,NZL,Gold,1,,
2000,Rowing,POL,Gold,2,,
2000,Rowing,ROU,Gold,13,,
2000,Rowing,RUS,Bronze,4,,
2000,Rowing,SLO,Gold,2,,
2000,Rowing,SUI,Silver,1,,
2000,Rowing,USA,Bronze,4,,
2000,Rowing,USA,Silver,2,,
2000,Sailing,ARG,Bronze,3,,
2000,Sailing,ARG,Silver,1,,
2000,Sailing,AUS,Bronze,1,,
2000,Sailing,AUS,Gold,4,,
2000,Sailing,AUS,Silver,2,,
2000,Sailing,AUT,Gold,3,,
2000,Sailing,BRA,Bronze,2,,
2000,Sailing,BRA,Silver,1,,
2000,Sailing,DEN,Gold,3,,
2000,Sailing,FIN,Gold,2,,
2000,Sailing,GBR,Gold,3,,
2000,Sailing,GBR,Silver,4,,
2000,Sailing,GER,Bronze,2,,
2000,Sailing,GER,Silver,4,,
2000,Sailing,ITA,Gold,1,,
2000,Sailing,ITA,Silver,1,,
2000,Sailing,NED,Silver,1,,
2000,Sailing,NOR,Bronze,3,,
2000,Sailing,NZL,Bronze,2,,
2000,Sailing,SWE,Bronze,1,,
2000,Sailing,UKR,Bronze,2,,
2000,Sailing,USA,Bronze,2,,
2000,Sailing,USA,Gold,2,,
2000,Sailing,USA,Silver,4,,
2000,Shooting,AUS,Bronze,1,,
2000,Shooting,AUS,Gold,1,,
2000,Shooting,AUS,Silver,1,,
2000,Shooting,AZE,Gold,1,,
2000,Shooting,BLR,Bronze,3,,
2000,Shooting,BLR,Silver,1,,
2000,Shooting,BUL,Gold,2,,
2000,Shooting,CHN,Bronze,3,,
2000,Shooting,CHN,Gold,3,,
2000,Shooting,CHN,Silver,2,,
2000,Shooting,CZE,Bronze,1,,
2000,Shooting,CZE,Silver,1,,
2000,Shooting,DEN,Silver,1,,
2000,Shooting,FIN,Silver,1,,
2000,Shooting,FRA,Gold,1,,
2000,Shooting,FRA,Silver,1,,
2000,Shooting,GBR,Gold,1,,
2000,Shooting,GBR,Silver,1,,
2000,Shooting,HUN,Bronze,1,,
2000,Shooting,ITA,Bronze,1,,
2000,Shooting,ITA,Silver,1,,
2000,Shooting,KOR,Silver,1,,
2000,Shooting,KUW,Bronze,1,,
2000,Shooting,LTU,Gold,1,,
2000,Shooting,MDA,Silver,1,,
2000,Shooting,NOR,Bronze,1,,
2000,Shooting,POL,Gold,1,,
2000,Shooting,ROU,Bronze,1,,
2000,Shooting,RUS,Bronze,2,,
2000,Shooting,RUS,Gold,1,,
2000,Shooting,RUS,Silver,3,,
2000,Shooting,SLO,Gold,1,,
2000,Shooting,SUI,Silver,1,,
2000,Shooting,SWE,Gold,2,,
2000,Shooting,UKR,Gold,1,,
2000,Shooting,USA,Bronze,2,,
2000,Shooting,USA,Gold,1,,
2000,Shooting,YUG,Silver,1,,
2000,Softball,AUS,Bronze,15,,
2000,Softball,JPN,Silver,15,,
2000,Softball,USA,Gold,15,,
2000,Table Tennis,CHN,Bronze,1,,
2000,Table Tennis,CHN,Gold,6,,
2000,Table Tennis,CHN,Silver,5,,
2000,Table Tennis,FRA,Bronze,2,,
2000,Table Tennis,KOR,Bronze,2,,
2000,Table Tennis,SWE,Silver,1,,
2000,Table Tennis,TPE,Bronze,1,,
2000,Taekwondo,AUS,Gold,1,,
2000,Taekwondo,AUS,Silver,1,,
2000,Taekwondo,CAN,Bronze,1,,
2000,Taekwondo,CHN,Gold,1,,
2000,Taekwondo,CUB,Gold,1,,
2000,Taekwondo,CUB,Silver,1,,
2000,Taekwondo,ESP,Silver,1,,
2000,Taekwondo,FRA,Bronze,1,,
2000,Taekwondo,GER,Silver,1,,
2000,Taekwondo,GRE,Gold,1,,
2000,Taekwondo,IRI,Bronze,1,,
2000,Taekwondo,JPN,Bronze,1,,
2000,Taekwondo,KOR,Gold,3,,
2000,Taekwondo,KOR,Silver,1,,
2000,Taekwondo,MEX,Bronze,1,,
2000,Taekwondo,NOR,Silver,1,,
2000,Taekwondo,RUS,Silver,1,,
2000,Taekwondo,TPE,Bronze,2,,
2000,Taekwondo,TUR,Bronze,1,,
2000,Taekwondo,USA,Gold,1,,
2000,Taekwondo,VIE,Silver,1,,
2000,Tennis,AUS,Silver,2,,
2000,Tennis,BEL,Bronze,2,,
2000,Tennis,CAN,Gold,2,,
2000,Tennis,ESP,Bronze,2,,
2000,Tennis,FRA,Bronze,1,,
2000,Tennis,GER,Silver,1,,
2000,Tennis,NED,Silver,2,,
2000,Tennis,RUS,Gold,1,,
2000,Tennis,RUS,Silver,1,,
2000,Tennis,USA,Bronze,1,,
2000,Tennis,USA,Gold,3,,
2000,Triathlon,AUS,Silver,1,,
2000,Triathlon,CAN,Gold,1,,
2000,Triathlon,CZE,Bronze,1,,
2000,Triathlon,GER,Silver,1,,
2000,Triathlon,SUI,Bronze,1,,
2000,Triathlon,SUI,Gold,1,,
2000,Volleyball,AUS,Gold,2,,
2000,Volleyball,BRA,Bronze,14,,
2000,Volleyball,BRA,Silver,4,,
2000,Volleyball,CUB,Gold,12,,
2000,Volleyball,GER,Bronze,2,,
2000,Volleyball,ITA,Bronze,12,,
2000,Volleyball,RUS,Silver,24,,
2000,Volleyball,USA,Gold,2,,
2000,Volleyball,YUG,Gold,12,,
2000,Weightlifting,ARM,Bronze,1,,
2000,Weightlifting,BLR,Bronze,2,,
2000,Weightlifting,BUL,Gold,1,,
2000,Weightlifting,BUL,Silver,2,,
2000,Weightlifting,CHN,Bronze,1,,
2000,Weightlifting,CHN,Gold,5,,
2000,Weightlifting,CHN,Silver,1,,
2000,Weightlifting,COL,Gold,1,,
2000,Weightlifting,CRO,Gold,1,,
2000,Weightlifting,GEO,Bronze,1,,
2000,Weightlifting,GER,Silver,2,,
2000,Weightlifting,GRE,Bronze,1,,
2000,Weightlifting,GRE,Gold,2,,
2000,Weightlifting,GRE,Silver,2,,
2000,Weightlifting,HUN,Silver,1,,
2000,Weightlifting,INA,Bronze,2,,
2000,Weightlifting,INA,Silver,1,,
2000,Weightlifting,IND,Bronze,1,,
2000,Weightlifting,IRI,Gold,2,,
2000,Weightlifting,MEX,Gold,1,,
2000,Weightlifting,NGR,Silver,1,,
2000,Weightlifting,POL,Silver,2,,
2000,Weightlifting,PRK,Silver,1,,
2000,Weightlifting,QAT,Bronze,1,,
2000,Weightlifting,RUS,Bronze,2,,
2000,Weightlifting,RUS,Silver,1,,
2000,Weightlifting,THA,Bronze,1,,
2000,Weightlifting,TPE,Bronze,1,,
2000,Weightlifting,TPE,Silver,1,,
2000,Weightlifting,TUR,Gold,1,,
2000,Weightlifting,USA,Bronze,1,,
2000,Weightlifting,USA,Gold,1,,
2000,Wrestling,AZE,Gold,1,,
2000,Wrestling,BLR,Bronze,1,,
2000,Wrestling,BUL,Gold,1,,
2000,Wrestling,BUL,Silver,1,,
2000,Wrestling,CAN,Gold,1,,
2000,Wrestling,CHN,Bronze,1,,
2000,Wrestling,CUB,Bronze,1,,
2000,Wrestling,CUB,Gold,1,,
2000,Wrestling,CUB,Silver,3,,
2000,Wrestling,FIN,Bronze,1,,
2000,Wrestling,GEO,Bronze,3,,
2000,Wrestling,GRE,Bronze,1,,
2000,Wrestling,HUN,Silver,1,,
2000,Wrestling,IRI,Gold,1,,
2000,Wrestling,JPN,Silver,1,,
2000,Wrestling,KAZ,Silver,1,,
2000,Wrestling,KOR,Bronze,1,,
2000,Wrestling,KOR,Gold,1,,
2000,Wrestling,KOR,Silver,2,,
2000,Wrestling,MKD,Bronze,1,,
2000,Wrestling,PRK,Bronze,1,,
2000,Wrestling,RUS,Bronze,1,,
2000,Wrestling,RUS,Gold,6,,
2000,Wrestling,RUS,Silver,2,,
2000,Wrestling,SWE,Gold,1,,
2000,Wrestling,TUR,Bronze,1,,
2000,Wrestling,TUR,Gold,1,,
2000,Wrestling,UKR,Silver,2,,
2000,Wrestling,USA,Bronze,3,,
2000,Wrestling,USA,Gold,2,,
2000,Wrestling,USA,Silver,2,,
2000,Wrestling,UZB,Silver,1,,
2004,Aquatics,ARG,Bronze,1,,
2004,Aquatics,AUS,Bronze,10,,
2004,Aquatics,AUS,Gold,18,,
2004,Aquatics,AUS,Silver,12,,
2004,Aquatics,AUT,Silver,2,,
2004,Aquatics,CAN,Bronze,2,,
2004,Aquatics,CAN,Silver,1,,
2004,Aquatics,CHN,Bronze,1,,
2004,Aquatics,CHN,Gold,10,,
2004,Aquatics,CHN,Silver,7,,
2004,Aquatics,CRO,Silver,1,,
2004,Aquatics,FRA,Bronze,3,,
2004,Aquatics,FRA,Gold,1,,
2004,Aquatics,FRA,Silver,2,,
2004,Aquatics,GBR,Bronze,2,,
2004,Aquatics,GBR,Silver,2,,
2004,Aquatics,GER,Bronze,12,,
2004,Aquatics,GER,Silver,7,,
2004,Aquatics,GRE,Gold,2,,
2004,Aquatics,GRE,Silver,13,,
2004,Aquatics,HUN,Bronze,1,,
2004,Aquatics,HUN,Gold,13,,
2004,Aquatics,HUN,Silver,1,,
2004,Aquatics,ITA,Bronze,6,,
2004,Aquatics,ITA,Gold,13,,
2004,Aquatics,ITA,Silver,1,,
2004,Aquatics,JPN,Bronze,7,,
2004,Aquatics,JPN,Gold,3,,
2004,Aquatics,JPN,Silver,12,,
2004,Aquatics,NED,Bronze,6,,
2004,Aquatics,NED,Gold,2,,
2004,Aquatics,NED,Silver,7,,
2004,Aquatics,POL,Gold,1,,
2004,Aquatics,POL,Silver,2,,
2004,Aquatics,ROU,Bronze,1,,
2004,Aquatics,ROU,Gold,1,,
2004,Aquatics,RSA,Bronze,1,,
2004,Aquatics,RSA,Gold,4,,
2004,Aquatics,RSA,Silver,1,,
2004,Aquatics,RUS,Bronze,15,,
2004,Aquatics,RUS,Gold,11,,
2004,Aquatics,RUS,Silver,5,,
2004,Aquatics,SCG,Silver,13,,
2004,Aquatics,TRI,Bronze,1,,
2004,Aquatics,UKR,Bronze,1,,
2004,Aquatics,UKR,Gold,2,,
2004,Aquatics,USA,Bronze,37,,
2004,Aquatics,USA,Gold,30,,
2004,Aquatics,USA,Silver,22,,
2004,Aquatics,ZIM,Bronze,1,,
2004,Aquatics,ZIM,Gold,1,,
2004,Aquatics,ZIM,Silver,1,,
2004,Archery,AUS,Bronze,1,,
2004,Archery,CHN,Silver,3,,
2004,Archery,GBR,Bronze,1,,
2004,Archery,ITA,Gold,1,,
2004,Archery,JPN,Silver,1,,
2004,Archery,KOR,Gold,7,,
2004,Archery,KOR,Silver,1,,
2004,Archery,TPE,Bronze,3,,
2004,Archery,TPE,Silver,3,,
2004,Archery,UKR,Bronze,3,,
2004,Athletics,AUS,Bronze,2,,
2004,Athletics,AUS,Silver,5,,
2004,Athletics,BAH,Bronze,1,,
2004,Athletics,BAH,Gold,1,,
2004,Athletics,BLR,Bronze,1,,
2004,Athletics,BLR,Gold,1,,
2004,Athletics,BLR,Silver,1,,
2004,Athletics,BRA,Bronze,1,,
2004,Athletics,CHN,Gold,2,,
2004,Athletics,CMR,Gold,1,,
2004,Athletics,CUB,Bronze,2,,
2004,Athletics,CUB,Gold,2,,
2004,Athletics,CUB,Silver,1,,
2004,Athletics,CZE,Bronze,1,,
2004,Athletics,CZE,Gold,1,,
2004,Athletics,DEN,Bronze,2,,
2004,Athletics,DOM,Gold,1,,
2004,Athletics,ERI,Bronze,1,,
2004,Athletics,ESP,Bronze,1,,
2004,Athletics,ESP,Silver,1,,
2004,Athletics,EST,Bronze,1,,
2004,Athletics,ETH,Bronze,2,,
2004,Athletics,ETH,Gold,2,,
2004,Athletics,ETH,Silver,3,,
2004,Athletics,FRA,Bronze,5,,
2004,Athletics,GBR,Bronze,1,,
2004,Athletics,GBR,Gold,6,,
2004,Athletics,GER,Silver,2,,
2004,Athletics,GRE,Bronze,1,,
2004,Athletics,GRE,Gold,2,,
2004,Athletics,GRE,Silver,2,,
2004,Athletics,HUN,Silver,1,,
2004,Athletics,ITA,Bronze,1,,
2004,Athletics,ITA,Gold,2,,
2004,Athletics,JAM,Bronze,6,,
2004,Athletics,JAM,Gold,6,,
2004,Athletics,JAM,Silver,1,,
2004,Athletics,JPN,Gold,2,,
2004,Athletics,KAZ,Bronze,1,,
2004,Athletics,KEN,Bronze,2,,
2004,Athletics,KEN,Gold,1,,
2004,Athletics,KEN,Silver,4,,
2004,Athletics,LAT,Silver,1,,
2004,Athletics,LTU,Gold,1,,
2004,Athletics,LTU,Silver,1,,
2004,Athletics,MAR,Gold,2,,
2004,Athletics,MAR,Silver,1,,
2004,Athletics,MEX,Silver,1,,
2004,Athletics,NGR,Bronze,8,,
2004,Athletics,NOR,Gold,1,,
2004,Athletics,POL,Bronze,1,,
2004,Athletics,POL,Gold,1,,
2004,Athletics,POR,Bronze,1,,
2004,Athletics,POR,Silver,1,,
2004,Athletics,ROU,Bronze,1,,
2004,Athletics,ROU,Silver,2,,
2004,Athletics,RSA,Silver,2,,
2004,Athletics,RUS,Bronze,7,,
2004,Athletics,RUS,Gold,6,,
2004,Athletics,RUS,Silver,15,,
2004,Athletics,SLO,Bronze,1,,
2004,Athletics,SWE,Gold,3,,
2004,Athletics,TUR,Bronze,1,,
2004,Athletics,UKR,Bronze,2,,
2004,Athletics,UKR,Gold,1,,
2004,Athletics,UKR,Silver,1,,
2004,Athletics,USA,Bronze,5,,
2004,Athletics,USA,Gold,17,,
2004,Athletics,USA,Silver,16,,
2004,Badminton,CHN,Bronze,1,,
2004,Badminton,CHN,Gold,5,,
2004,Badminton,CHN,Silver,2,,
2004,Badminton,DEN,Bronze,2,,
2004,Badminton,GBR,Silver,2,,
2004,Badminton,INA,Bronze,3,,
2004,Badminton,INA,Gold,1,,
2004,Badminton,KOR,Bronze,2,,
2004,Badminton,KOR,Gold,2,,
2004,Badminton,KOR,Silver,3,,
2004,Badminton,NED,Silver,1,,
2004,Baseball,AUS,Silver,24,,
2004,Baseball,CUB,Gold,23,,
2004,Baseball,JPN,Bronze,24,,
2004,Basketball,ARG,Gold,12,,
2004,Basketball,AUS,Silver,12,,
2004,Basketball,ITA,Silver,11,,
2004,Basketball,RUS,Bronze,11,,
2004,Basketball,USA,Bronze,12,,
2004,Basketball,USA,Gold,12,,
2004,Boxing,AZE,Bronze,2,,
2004,Boxing,BLR,Silver,2,,
2004,Boxing,BUL,Bronze,1,,
2004,Boxing,CHN,Bronze,1,,
2004,Boxing,CUB,Bronze,1,,
2004,Boxing,CUB,Gold,5,,
2004,Boxing,CUB,Silver,2,,
2004,Boxing,EGY,Bronze,2,,
2004,Boxing,EGY,Silver,1,,
2004,Boxing,FRA,Silver,1,,
2004,Boxing,GBR,Silver,1,,
2004,Boxing,GER,Bronze,2,,
2004,Boxing,ITA,Bronze,1,,
2004,Boxing,KAZ,Bronze,1,,
2004,Boxing,KAZ,Gold,1,,
2004,Boxing,KAZ,Silver,1,,
