Edition,Sport,NOC,Medal
1948,Athletics,USA,Bronze
1948,Athletics,HUN,Gold
1948,Athletics,YUG,Silver
1948,Athletics,USA,Bronze
1948,Athletics,AUS,Gold
1948,Athletics,NOR,Silver
1948,Athletics,FRA,Bronze
1948,Athletics,USA,Gold
1948,Athletics,GBR,Silver
1948,Athletics,HUN,Bronze
1948,Athletics,FIN,Gold
1948,Athletics,USA,Silver
1948,Athletics,DEN,Bronze
1948,Athletics,AUT,Gold
1948,Athletics,FIN,Silver
1948,Athletics,USA,Bronze
1948,Athletics,USA,Gold
1948,Athletics,AUS,Silver
1948,Athletics,SWE,Bronze
1948,Athletics,HUN,Gold
1948,Athletics,ARG,Silver
1948,Athletics,BEL,Bronze
1948,Athletics,ARG,Gold
1948,Athletics,GBR,Silver
1948,Athletics,USA,Bronze
1948,Athletics,USA,Gold
1948,Athletics,FIN,Silver
1948,Athletics,USA,Bronze
1948,Athletics,USA,Gold
1948,Athletics,USA,Silver
1948,Athletics,AUT,Bronze
1948,Athletics,FRA,Gold
1948,Athletics,ITA,Silver
1948,Athletics,TUR,Bronze
1948,Athletics,SWE,Gold
1948,Athletics,AUS,Silver
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,BRA,Bronze
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,USA,Gold
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Basketball,FRA,Silver
1948,Boxing,KOR,Bronze
1948,Boxing,ARG,Gold
1948,Boxing,ITA,Silver
1948,Boxing,RSA,Bronze
1948,Boxing,ARG,Gold
1948,Boxing,SWE,Silver
1948,Boxing,PUR,Bronze
1948,Boxing,HUN,Gold
1948,Boxing,ITA,Silver
1948,Boxing,POL,Bronze
1948,Boxing,ITA,Gold
1948,Boxing,RSA,Silver
1948,Boxing,DEN,Bronze
1948,Boxing,RSA,Gold
1948,Boxing,BEL,Silver
1948,Boxing,ITA,Bronze
1948,Boxing,TCH,Gold
1948,Boxing,USA,Silver
1948,Boxing,ITA,Bronze
1948,Boxing,HUN,Gold
1948,Boxing,GBR,Silver
1948,Boxing,ARG,Bronze
1948,Boxing,RSA,Gold
1948,Boxing,GBR,Silver
1948,Canoe / Kayak,CAN,Bronze
1948,Canoe / Kayak,TCH,Gold
1948,Canoe / Kayak,USA,Silver
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,TCH,Gold
1948,Canoe / Kayak,CAN,Silver
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,USA,Gold
1948,Canoe / Kayak,USA,Gold
1948,Canoe / Kayak,TCH,Silver
1948,Canoe / Kayak,TCH,Silver
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,TCH,Gold
1948,Canoe / Kayak,TCH,Gold
1948,Canoe / Kayak,USA,Silver
1948,Canoe / Kayak,USA,Silver
1948,Canoe / Kayak,NOR,Bronze
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,FIN,Silver
1948,Canoe / Kayak,FRA,Bronze
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,DEN,Silver
1948,Canoe / Kayak,AUT,Bronze
1948,Canoe / Kayak,DEN,Gold
1948,Canoe / Kayak,NED,Silver
1948,Canoe / Kayak,FIN,Bronze
1948,Canoe / Kayak,FIN,Bronze
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,NOR,Silver
1948,Canoe / Kayak,NOR,Silver
1948,Canoe / Kayak,FIN,Bronze
1948,Canoe / Kayak,FIN,Bronze
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,SWE,Gold
1948,Canoe / Kayak,DEN,Silver
1948,Canoe / Kayak,DEN,Silver
1948,Cycling,BEL,Bronze
1948,Cycling,FRA,Gold
1948,Cycling,NED,Silver
1948,Cycling,FRA,Bronze
1948,Cycling,FRA,Bronze
1948,Cycling,FRA,Bronze
1948,Cycling,BEL,Gold
1948,Cycling,BEL,Gold
1948,Cycling,BEL,Gold
1948,Cycling,GBR,Silver
1948,Cycling,GBR,Silver
1948,Cycling,GBR,Silver
1948,Cycling,GBR,Bronze
1948,Cycling,FRA,Gold
1948,Cycling,BEL,Silver
1948,Cycling,FRA,Bronze
1948,Cycling,FRA,Bronze
1948,Cycling,ITA,Gold
1948,Cycling,ITA,Gold
1948,Cycling,GBR,Silver
1948,Cycling,GBR,Silver
1948,Cycling,DEN,Bronze
1948,Cycling,ITA,Gold
1948,Cycling,GBR,Silver
1948,Cycling,GBR,Bronze
1948,Cycling,GBR,Bronze
1948,Cycling,GBR,Bronze
1948,Cycling,GBR,Bronze
1948,Cycling,FRA,Gold
1948,Cycling,FRA,Gold
1948,Cycling,FRA,Gold
1948,Cycling,FRA,Gold
1948,Cycling,ITA,Silver
1948,Cycling,ITA,Silver
1948,Cycling,ITA,Silver
1948,Cycling,ITA,Silver
1948,Equestrian,SWE,Bronze
1948,Equestrian,SUI,Gold
1948,Equestrian,FRA,Silver
1948,Equestrian,POR,Bronze
1948,Equestrian,POR,Bronze
1948,Equestrian,POR,Bronze
1948,Equestrian,FRA,Gold
1948,Equestrian,FRA,Gold
1948,Equestrian,FRA,Gold
1948,Equestrian,USA,Silver
1948,Equestrian,USA,Silver
1948,Equestrian,USA,Silver
1948,Equestrian,SWE,Bronze
1948,Equestrian,FRA,Gold
1948,Equestrian,USA,Silver
1948,Equestrian,MEX,Bronze
1948,Equestrian,MEX,Bronze
1948,Equestrian,MEX,Bronze
1948,Equestrian,USA,Gold
1948,Equestrian,USA,Gold
1948,Equestrian,USA,Gold
1948,Equestrian,SWE,Silver
1948,Equestrian,SWE,Silver
1948,Equestrian,SWE,Silver
1948,Equestrian,FRA,Bronze
1948,Equestrian,MEX,Gold
1948,Equestrian,MEX,Silver
1948,Equestrian,GBR,Bronze
1948,Equestrian,GBR,Bronze
1948,Equestrian,GBR,Bronze
1948,Equestrian,MEX,Gold
1948,Equestrian,MEX,Gold
1948,Equestrian,MEX,Gold
1948,Equestrian,ESP,Silver
1948,Equestrian,ESP,Silver
1948,Equestrian,ESP,Silver
1948,Fencing,ITA,Bronze
1948,Fencing,ITA,Gold
1948,Fencing,SUI,Silver
1948,Fencing,SWE,Bronze
1948,Fencing,SWE,Bronze
1948,Fencing,SWE,Bronze
1948,Fencing,SWE,Bronze
1948,Fencing,SWE,Bronze
1948,Fencing,SWE,Bronze
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,HUN,Bronze
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Silver
1948,Fencing,AUT,Bronze
1948,Fencing,HUN,Gold
1948,Fencing,DEN,Silver
1948,Fencing,BEL,Bronze
1948,Fencing,BEL,Bronze
1948,Fencing,BEL,Bronze
1948,Fencing,BEL,Bronze
1948,Fencing,BEL,Bronze
1948,Fencing,BEL,Bronze
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,FRA,Gold
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,HUN,Bronze
1948,Fencing,HUN,Gold
1948,Fencing,ITA,Silver
1948,Fencing,USA,Bronze
1948,Fencing,USA,Bronze
1948,Fencing,USA,Bronze
1948,Fencing,USA,Bronze
1948,Fencing,USA,Bronze
1948,Fencing,USA,Bronze
1948,Fencing,HUN,Gold
1948,Fencing,HUN,Gold
1948,Fencing,HUN,Gold
1948,Fencing,HUN,Gold
1948,Fencing,HUN,Gold
1948,Fencing,HUN,Gold
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Fencing,ITA,Silver
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,DEN,Bronze
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,SWE,Gold
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Football,YUG,Silver
1948,Gymnastics,TCH,Bronze
1948,Gymnastics,HUN,Gold
1948,Gymnastics,HUN,Silver
1948,Gymnastics,FIN,Bronze
1948,Gymnastics,SUI,Gold
1948,Gymnastics,SUI,Silver
1948,Gymnastics,FIN,Bronze
1948,Gymnastics,FIN,Gold
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Bronze
1948,Gymnastics,SUI,Bronze
1948,Gymnastics,SUI,Gold
1948,Gymnastics,FIN,Silver
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,TCH,Bronze
1948,Gymnastics,SUI,Gold
1948,Gymnastics,SUI,Silver
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Gold
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,SUI,Silver
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,USA,Bronze
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,TCH,Gold
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Silver
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,HUN,Bronze
1948,Gymnastics,TCH,Bronze
1948,Gymnastics,FIN,Gold
1948,Gymnastics,FIN,Silver
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,NED,Bronze
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,IND,Gold
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Hockey,GBR,Silver
1948,Modern Pentathlon,SWE,Bronze
1948,Modern Pentathlon,SWE,Gold
1948,Modern Pentathlon,USA,Silver
1948,Rowing,ITA,Bronze
1948,Rowing,ITA,Bronze
1948,Rowing,GBR,Gold
1948,Rowing,GBR,Gold
1948,Rowing,SUI,Silver
1948,Rowing,SUI,Silver
1948,Rowing,URU,Bronze
1948,Rowing,URU,Bronze
1948,Rowing,GBR,Gold
1948,Rowing,GBR,Gold
1948,Rowing,DEN,Silver
1948,Rowing,DEN,Silver
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,NOR,Bronze
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,GBR,Silver
1948,Rowing,USA,Bronze
1948,Rowing,USA,Bronze
1948,Rowing,USA,Bronze
1948,Rowing,USA,Bronze
1948,Rowing,ITA,Gold
1948,Rowing,ITA,Gold
1948,Rowing,ITA,Gold
1948,Rowing,ITA,Gold
1948,Rowing,DEN,Silver
1948,Rowing,DEN,Silver
1948,Rowing,DEN,Silver
1948,Rowing,DEN,Silver
1948,Rowing,DEN,Bronze
1948,Rowing,DEN,Bronze
1948,Rowing,DEN,Bronze
1948,Rowing,DEN,Bronze
1948,Rowing,DEN,Bronze
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,USA,Gold
1948,Rowing,SUI,Silver
1948,Rowing,SUI,Silver
1948,Rowing,SUI,Silver
1948,Rowing,SUI,Silver
1948,Rowing,SUI,Silver
1948,Rowing,HUN,Bronze
1948,Rowing,HUN,Bronze
1948,Rowing,HUN,Bronze
1948,Rowing,DEN,Gold
1948,Rowing,DEN,Gold
1948,Rowing,DEN,Gold
1948,Rowing,ITA,Silver
1948,Rowing,ITA,Silver
1948,Rowing,ITA,Silver
1948,Rowing,ITA,Bronze
1948,Rowing,AUS,Gold
1948,Rowing,URU,Silver
1948,Sailing,SWE,Bronze
1948,Sailing,SWE,Bronze
1948,Sailing,SWE,Bronze
1948,Sailing,SWE,Bronze
1948,Sailing,SWE,Bronze
1948,Sailing,USA,Gold
1948,Sailing,USA,Gold
1948,Sailing,USA,Gold
1948,Sailing,USA,Gold
1948,Sailing,USA,Gold
1948,Sailing,ARG,Silver
1948,Sailing,ARG,Silver
1948,Sailing,ARG,Silver
1948,Sailing,ARG,Silver
1948,Sailing,ARG,Silver
1948,Sailing,ARG,Silver
1948,Sailing,DEN,Bronze
1948,Sailing,DEN,Bronze
1948,Sailing,DEN,Bronze
1948,Sailing,NOR,Gold
1948,Sailing,NOR,Gold
1948,Sailing,NOR,Gold
1948,Sailing,SWE,Silver
1948,Sailing,SWE,Silver
1948,Sailing,SWE,Silver
1948,Sailing,NED,Bronze
1948,Sailing,DEN,Gold
1948,Sailing,USA,Silver
1948,Sailing,USA,Bronze
1948,Sailing,USA,Bronze
1948,Sailing,GBR,Gold
1948,Sailing,GBR,Gold
1948,Sailing,POR,Silver
1948,Sailing,POR,Silver
1948,Sailing,NED,Bronze
1948,Sailing,NED,Bronze
1948,Sailing,USA,Gold
1948,Sailing,USA,Gold
1948,Sailing,CUB,Silver
1948,Sailing,CUB,Silver
1948,Shooting,SWE,Bronze
1948,Shooting,HUN,Gold
1948,Shooting,ARG,Silver
1948,Shooting,NOR,Bronze
1948,Shooting,SUI,Gold
1948,Shooting,FIN,Silver
1948,Shooting,SWE,Bronze
1948,Shooting,PER,Gold
1948,Shooting,SUI,Silver
1948,Shooting,SWE,Bronze
1948,Shooting,USA,Gold
1948,Shooting,USA,Silver
1948,Weightlifting,USA,Bronze
1948,Weightlifting,USA,Gold
1948,Weightlifting,GBR,Silver
1948,Weightlifting,NED,Bronze
1948,Weightlifting,USA,Gold
1948,Weightlifting,USA,Silver
1948,Weightlifting,IRI,Bronze
1948,Weightlifting,EGY,Gold
1948,Weightlifting,TRI,Silver
1948,Weightlifting,GBR,Bronze
1948,Weightlifting,EGY,Gold
1948,Weightlifting,EGY,Silver
1948,Weightlifting,KOR,Bronze
1948,Weightlifting,USA,Gold
1948,Weightlifting,USA,Silver
1948,Weightlifting,SWE,Bronze
1948,Weightlifting,USA,Gold
1948,Weightlifting,USA,Silver
1948,Wrestling,SWE,Bronze
1948,Wrestling,FIN,Gold
1948,Wrestling,TUR,Silver
1948,Wrestling,AUS,Bronze
1948,Wrestling,HUN,Gold
1948,Wrestling,SWE,Silver
1948,Wrestling,FRA,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,USA,Silver
1948,Wrestling,SUI,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,SWE,Silver
1948,Wrestling,SUI,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,SWE,Silver
1948,Wrestling,USA,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,AUS,Silver
1948,Wrestling,SWE,Bronze
1948,Wrestling,USA,Gold
1948,Wrestling,TUR,Silver
1948,Wrestling,SWE,Bronze
1948,Wrestling,USA,Gold
1948,Wrestling,SUI,Silver
1948,Wrestling,FIN,Bronze
1948,Wrestling,ITA,Gold
1948,Wrestling,TUR,Silver
1948,Wrestling,ITA,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,SWE,Silver
1948,Wrestling,TUR,Bronze
1948,Wrestling,SWE,Gold
1948,Wrestling,EGY,Silver
1948,Wrestling,HUN,Bronze
1948,Wrestling,TUR,Gold
1948,Wrestling,SWE,Silver
1948,Wrestling,HUN,Bronze
1948,Wrestling,SWE,Gold
1948,Wrestling,NOR,Silver
1948,Wrestling,DEN,Bronze
1948,Wrestling,SWE,Gold
1948,Wrestling,HUN,Silver
1948,Wrestling,ITA,Bronze
1948,Wrestling,SWE,Gold
1948,Wrestling,TUR,Silver
1948,Wrestling,EGY,Bronze
1948,Wrestling,SWE,Gold
1948,Wrestling,FIN,Silver
1952,Aquatics,GER,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,MEX,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,USA,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,USA,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,FRA,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,FRA,Silver
1952,Aquatics,NZL,Bronze
1952,Aquatics,RSA,Gold
1952,Aquatics,NED,Silver
1952,Aquatics,SWE,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,JPN,Silver
1952,Aquatics,HUN,Bronze
1952,Aquatics,HUN,Gold
1952,Aquatics,NED,Silver
1952,Aquatics,BRA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,JPN,Silver
1952,Aquatics,GER,Bronze
1952,Aquatics,AUS,Gold
1952,Aquatics,USA,Silver
1952,Aquatics,GBR,Bronze
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Silver
1952,Aquatics,SWE,Bronze
1952,Aquatics,FRA,Gold
1952,Aquatics,USA,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Silver
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Bronze
1952,Aquatics,USA,Bronze
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,NED,Silver
1952,Aquatics,NED,Silver
1952,Aquatics,NED,Silver
1952,Aquatics,NED,Silver
1952,Aquatics,FRA,Bronze
1952,Aquatics,FRA,Bronze
1952,Aquatics,FRA,Bronze
1952,Aquatics,FRA,Bronze
1952,Aquatics,USA,Gold
1952,Aquatics,USA,Gold
1952,Aquatics,USA,Gold
1952,Aquatics,USA,Gold
1952,Aquatics,JPN,Silver
1952,Aquatics,JPN,Silver
1952,Aquatics,JPN,Silver
1952,Aquatics,JPN,Silver
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,ITA,Bronze
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,HUN,Gold
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Aquatics,YUG,Silver
1952,Athletics,URS,Bronze
1952,Athletics,TCH,Gold
1952,Athletics,FRA,Silver
1952,Athletics,URS,Bronze
1952,Athletics,SWE,Gold
1952,Athletics,SUI,Silver
1952,Athletics,GBR,Bronze
1952,Athletics,USA,Gold
1952,Athletics,JAM,Silver
1952,Athletics,AUS,Bronze
1952,Athletics,AUS,Gold
1952,Athletics,RSA,Silver
1952,Athletics,USA,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,GER,Bronze
1952,Athletics,LUX,Gold
1952,Athletics,USA,Silver
1952,Athletics,USA,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,URS,Bronze
1952,Athletics,AUS,Gold
1952,Athletics,NED,Silver
1952,Athletics,GBR,Bronze
1952,Athletics,USA,Gold
1952,Athletics,URS,Silver
1952,Athletics,USA,Bronze
1952,Athletics,JAM,Gold
1952,Athletics,JAM,Silver
1952,Athletics,NZL,Bronze
1952,Athletics,USA,Gold
1952,Athletics,URS,Silver
1952,Athletics,HUN,Bronze
1952,Athletics,HUN,Bronze
1952,Athletics,HUN,Bronze
1952,Athletics,HUN,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,URS,Silver
1952,Athletics,URS,Silver
1952,Athletics,URS,Silver
1952,Athletics,URS,Silver
1952,Athletics,GBR,Bronze
1952,Athletics,GBR,Bronze
1952,Athletics,GBR,Bronze
1952,Athletics,GBR,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,USA,Gold
1952,Athletics,GER,Silver
1952,Athletics,GER,Silver
1952,Athletics,GER,Silver
1952,Athletics,GER,Silver
1952,Athletics,GER,Bronze
1952,Athletics,GER,Bronze
1952,Athletics,GER,Bronze
1952,Athletics,GER,Bronze
1952,Athletics,JAM,Gold
1952,Athletics,JAM,Gold
1952,Athletics,JAM,Gold
1952,Athletics,JAM,Gold
1952,Athletics,USA,Silver
1952,Athletics,USA,Silver
1952,Athletics,USA,Silver
1952,Athletics,USA,Silver
1952,Athletics,GER,Bronze
1952,Athletics,TCH,Gold
1952,Athletics,FRA,Silver
1952,Athletics,HUN,Bronze
1952,Athletics,ITA,Gold
1952,Athletics,TCH,Silver
1952,Athletics,GER,Bronze
1952,Athletics,USA,Gold
1952,Athletics,JAM,Silver
1952,Athletics,GER,Bronze
1952,Athletics,AUS,Gold
1952,Athletics,URS,Silver
1952,Athletics,USA,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,USA,Bronze
1952,Athletics,USA,Gold
1952,Athletics,ITA,Silver
1952,Athletics,URS,Bronze
1952,Athletics,URS,Gold
1952,Athletics,URS,Silver
1952,Athletics,HUN,Bronze
1952,Athletics,HUN,Gold
1952,Athletics,GER,Silver
1952,Athletics,BRA,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,URS,Bronze
1952,Athletics,RSA,Gold
1952,Athletics,GBR,Silver
1952,Athletics,FIN,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,URS,Bronze
1952,Athletics,TCH,Gold
1952,Athletics,URS,Silver
1952,Athletics,HUN,Bronze
1952,Athletics,USA,Gold
1952,Athletics,USA,Silver
1952,Athletics,GBR,Bronze
1952,Athletics,NZL,Gold
1952,Athletics,URS,Silver
1952,Athletics,SWE,Bronze
